Station Name
BHUSANDPUR
BIRPURUSOTHAMPUR
BOLAGARH ROAD
BUDHAPANK
BYREE
CHANDIKHOLE RD.
CHARBATIA
CHILIKDARA
CHILKA
DELANG
GANGADHARPUR
GANJAM
GHANTAKHAL NIDHIPUR
GOALDIH
GOLANTHRA
GORAKHNATH
GURUDIJHATIA
HARICHANDANPUR
HARIDASPUR
HARIPURGRAM JN.
HINDOL ROAD
HUMMA
JAGANNATHAPUR
JAKHAPURA JN
JENAPUR
JHADUPUDI
JORANDA ROAD
KAIPADAR ROAD
KALAGAR
KALUPARA GHAT
KANAS ROAD
KANDARPUR
KAPILAS ROAD
KENDRAPARA
KENDRAPARA ROAD
KENDUAPADA
KEREJANGA
KHURDA TOWN
KORAI
KUHURI
LALITGIRI
MAHIPUR
MALATIPATPUR
MANCHESWAR
MANDASA ROAD
MANJURI ROAD
MARSHAGHAI ROAD
MERAMANDALI
MOTARI HALT
NARAJ MARTHAPUR
NARANPUR
NAYAGARH
NAYAGARH TOWN
NERGUNDI JN.
NEW GARH MADHUPUR
NILAKANTHESWAR
NIRAKARPUR
NUAGAN
NUAGAON ROAD
PORJANPUR
RADHA KISHOREPUR
RAGHUNATH PUR
RAHAMA
RAJATH GARH
RAJSUNAKHALA
RAMBHA
RATNAGIRI ROAD
RETANG
SADASHIBAPUR
SAGADAPATA
SAKHI GOPAL
SALEGAON
SIJU
SITABANJI
SOLARI
SUKINDA ROAD
SUMMADEVI
SURLA ROAD
TANGIRIAPAL
TAPANG
TOMKA
BALANGIR ROAD
DEPUR PH
G RAMACHANDRAPUR PH
KUTURUKHAMAR PH
SAMBALPUR
BALANGIR
KESINGA
TITLAGARH
AMBODALA
BAGBAHRA
BARGARH ROAD
BARPALI
BHAWANIPATNA
HARISHANKER ROAD
HIRAKUD
JUNAGARH ROAD
KANTABANJI
KHARIAR ROAD
MAHASAMUND
MUNIGUDA
NAWAPARA ROAD
NORLA ROAD
RAIRAKHOL
SAMBALPUR CITY
ARAND
ARANG MAHANADI
ATTABIRA
BADMAL
BAMUR
BELSONDA
BHIMKHOJ
BICHHUPALI
BISSAMCUTTACK
BOINDA
BRUNDAMAL
CHARMAL
DEOBAHAL
DEOGAN ROAD
DOIKALLU
DUNGRIPALI
GODBHAGA
HANDAPA
HATIBARI
JARAPADA
JHARSUGUDA ROAD
JUJOMURA
KANDEL ROAD
KHALIAPALI
KOMAKHAN
LAKHNA
LANJIGARH ROAD
LAPANGA
LOISINGHA
MANESWAR
MURIBAHAL
RAHENBHATA
RENGALI
RUPRA ROAD
SAINTALA
SARAGIPALI
SASON
SIKIR
THERUBALI
TUREKALA ROAD
MARRIPALEM PH
BANSADHARA PH
"DANDU GOPALAPURARN
H"
HADOBHANGI PH
"HARISHCHANDRAPURAM
P"
KASHINAGAR PH
NARSIPURAM HALT
PATAPATNAM
PEDDASANA
ROUTHPURAM PH
SITAPURAM PH
TEKKALI PH
BATUVA PH
GANGUWADA
LIHURI PH
"NARAYANAPPAVALASA
HA"
PALASINGI
PARANNAVALASA
ROMPALLE PH
SALUR
TEMBURU
VISAKHAPATNAM
VIZIANAGARAM JN.
ARAKU
JAGDALPUR
RAYAGADA
SIMHACHALAM
SRIKAKULAM ROAD
BOBBILI JN
CHIPURUPALLI
DUVVADA
JEYPORE
KORAPUT JN
KOTTAVALASA
NAUPADA JN.
PARVATIPURAM
PARVATIPURAM TOWN
PONDURU
TILARU
ALAMANDA
AMAGURA
AMBAGAON
BACHELI
BADE ARAPUR
BAIGUDA
BHALUMASKA
BHANSI
BHEJA
BODDAVARA
BORRAGUHALU
CHARAMULA KUSUMI
CHHATRIPUT
CHIMIDIPAILI
DABPAL
DAMANJODI
DANTEWARA
DARLIPUT
DHANAPUR
DILMILI
DONKINAVALASA
DUMURIPUT
DUSI
GAJAPATINAGARAM
GARIVIDI
GIDAM
GORAPUR
GOTLAM
GUMADA
GUNUPUR
GURUDABILLI
JARATI
JIMIDIPETA
KAKIRIGUMA
KAKLUR
KAMALUR
KANTAKAPALLE
KARAKAVALASA
KAWARGAON
KEUTGUDA
KHADAPA
KIRANDUL
KOMATIPALLI
KORUKONDA
KOTABOMMALI
KOTAPAR ROAD
KUMAR SADRA
KUMHAR MARANGA
KUNERU
LADDA
LAKSHMIPUR ROAD
LELLIGUMMA
MACHHKUNDA ROAD
MALIGURA
MALLIVIDU
MANABAR
NAKTHISEMRA
NELLIMARLA
PADUA
PALIBA
PARALAKHEMUNDI
PENDURTI
PUNDI
RAULI
SHIMILIGUDA
SHRUNGAVARAPUKOTA
SIGADAM
SIKARPAI
SILAK-JHORI
SINGAPURAM ROAD
SINGARAM
SITANAGARM
SUKU
TIKIRI
TOKAPAL
URLAM
BAGHOIKUSA
DHANIACHHA
HASANBAZAR ST H
SAHEED I C HALT
SAJHAULI HALT
BARAW MORE
CHARPOKHARI HALT
CHIRAILLA PAUTHU
DEO ROAD
DEORIA K NARESH
GHUSIAKALAN H
KHURMABAD ROAD
MANI HALT
NAGRI GRAM
NONAR HALT
PAHALEJA
DD UPADHYAYA JN
GAYA JN.
DEHRI-ON-SON
SASARAM
"ANUGRAH NARAYAN
ROAD"
BHABUA ROAD
GURARU
HAIDARNAGAR
JAPLA
KUDRA
MUHAMMADGANJ
NABINAGAR ROAD
RAFIGANJ
SON NAGAR JN.
ANKORAH (AKORHA)
BAGAHA BISHNUPUR
BARKISALAIYA
BIKRAMGANJ
CHANDAULI MAJHWAR
DURGAUTI
GANJ KHWAJA
GARHANI
GARHNOKHA
ISMAILPUR
JAKHIM
KAJRAT NAWADIH
KARAMNASA
KARKATTA
KARWANDIYA
KASTHA
KOSIARA
KUMAHU
MANPUR JN.
MUTHANI
PARAIYA
PHESAR
PIRO
PUSAULI
SAIDRAJA
SATBAHINI
SHIU SAGAR ROAD
SIGSIGI
UNTARI ROAD
ANGARPATHRA HALT
BENDI
CHEGRO
CHETAR
KOLE
NINDRA
RAJABERA
AMLO
BHULI
CHIANKI
DASARA
DEONAGAR
DHANWAR
JAMUA
KAJRI
LALGARH BIHAR H
NICHITPUR
PATHARDIH BAZAR HALT
RAKESHBAGH HALT
SONARDIH
SOUTH GOVINDPUR
YADUDIH
BANSINALA HALT
BASERIA
BHOLIDIH
DEMU
DIGWAR HALT
DOKRA BH
DURIATANR HALT
HEHEGARA HALT
HUNDUR HALT
JAMUNIATAND HALT
JHANJHITOLI H
JORASHANKH HALT
KATHAUTIA
KAWAR
KESHWARI BH
KODERMA TOWN
MAHESHPUR
MANDU HALT
MANGRA
NAWADIH
NAWAL SAHI HALT
NEW GIRIDIH
RAMAKUNDA IBP H
REMA
SALAIYA
SINDRI M YARD
TOKISUD
TOLRA
URWAN
JITPUR
DHANBAD JN.
KODERMA JN
DALTONGANJ
GARWA ROAD JN.
PARASNATH
SINGRAULI
ANPARA
BARKA KANA
BARWADIH JN.
BOKARO THERMAL
CHANDRAPURA JN.
CHOPAN
DUDHINAGAR
GARHWA
GUMIA
HAZARIBAGH ROAD
KATRASGARH
KHALARI
LATEHER
NAGARUNTARI
NSC BOSE J GOMO
PAHARPUR
PARSABAD
PATRATU
RANCHI ROAD
RENUKUT
SHAKTINAGAR
TETULMARI
TORI
WYNDHAMGANJ
ARIGADA
BANDHUA
BANSJORA
BARHI
BERMO
BES
BHANDARIDAH
BHURKUNDA
BILLI
CHAINPUR
CHARHI
CHAUBE
CHAUDHURIBANDH
CHHIPADOHAR
CHICHAKI
CHURKI
DANEA
DILWA
DUMRI BIHAR
GUJHANDI
GURMURA
GURPA
HAZARIBAGH TOWN
HENDEGIR
HIRODIH
JARANGDIH
JHAROKHAS
JOGESWAR BIHAR
JOGIDIH
KANASAR NAWADA
KARAILA ROAD
KARMAHAT
KATKAMASANDI
KECHKI
KHULDIL ROAD
KRISHNASHILA
KUJU
KUMENDI
KURHAGADA
KUSUNDA JN.
MAGARDAHA
MAHADIYA
MAHUAMILAN
MAHUARIYA
MATARI
MCCLUSKIEGANJ
MERALGRAM
MESRA
MIRCHADHORHI
MUIRPUR ROAD
NIMIAGHAT
OBRADAM
PADMA
PAPRAKUND
PHULWARTANR
PHUSRO
PIPRADIH
PRADHAN KHUNTA
RAJHAURA
RAKHITPUR
RAMNA
RAY
RICHUGHUTA
SALAI BANWA
SARMATANR
SHANKI
SIDHWAR
SIJUA
SINDRI B.H.
SINDRI TOWN
TANKUPPA
TELO
SACHIWALAYA HALT
BARAKALAN
BHALUI
CHAURA BH
DADPUR B.H.
DANIYAWAN BAZAR HALT
DUMARI HALT
GANDHI HALT
JAMIRA HALT
JATDUMRI HALT
KARAHIYA HALT
KARONA HALT
KUSALPUR H HALT
MANJHAULI GRAM HALT
NAGSAR HALT
PALI A
PUNPUNGHAT HALT
SOHSARAI
WANAWARKOTESWAR
ACHUARA HALT
ADARSH MANPUR
AMBAPENDARPUR H
AS JAGDEO PD H
AUNGARIDHAM H
AUNTA HALT
BADHAUNA HALT
BAGHI GHAUSPUR
BAHORA CHANDIL
BALAHPUR HALT
BALHAPUR HALT
BARABAR HALT
BARH COURT HALT
BASUCHAK HALT
BUDHDEV CY NGR
C MASAUDHI HALT
CHAKIA THERMAL H
CHAMPAPUR HALT
CHANDI HALT
CHATAR
DEEDAR GANJ
DEEPNAGAR HALT
DEKPURA HALT
DERGAON HALT
DHURANT JWAS H
DIGHA BRIDGE H
DIYAWAN HALT
EKSARI
GANGASAHAI HALT
GARO BIGHA HALT
GOHRIGRAM HALT
GOKULNAGAR HALT
HISUA
IMLI BIGHA HALT
J P MAHULI HALT
JAGJIWAN HALT
JALALPUR HALT
JUNAIR HALT
KACHHIANA HALT
KAMTA HALT
KANHAIPUR
KARAHDIH HALT
KARNAUTI HALT
KAURIYA HALT
KHARUARA HALT
KHURRAMPUR HALT
KOLHANA HALT
KUNDER HALT
KUSUMHA BIHAR H
LACHHUBIGHA H
LAKHOCHAK HALT
LEMUABAD HALT
LOHANDA HALT
MACHRIAWAN HALT
MAHATBANIA HALT
MAHESHLETA HALT
MAHURI HALT
MAI HALT
MANJHWE HALT
MASAUDHI COURT
MEMRA MEMRAKHABAD
MIRABIGHA HALT
MOHAMADPUR
MURHARI HALT
NADAON HALT
NAIKA ROAD HALT
NEKPUR
NEMA HALT
NER HALT
NEYAMATPUR HALT
NIYAZIPUR HALT
NOORSARAI HALT
ORE HALT
PAIMAR
PATEL HALT
PAWANI KPUR H
PURA HALT
RAHUI ROAD
RAILEY E HALT
RAMANAND T HALT
RAMBHAWAN HALT
RGS MAHULI HALT
RUKHAI HALT
S J H GOPALPUR
SADIPUR HALT
SAHARI HALT
SARAHULA HALT
SARDAR PATEL H
SARSOO
SARVODAYA HALT
SEONAN HALT
SHUKDASGRAM H
SIKARIA HALT
SINGARIYAWAN H
SIVNAR HALT
SONEWARSHA HALT
SULTANPUR GRAM
TENERI HALT
TUNGI HALT
USIAKHAS HALT
V V GIRI HALT
VKS DHARAULI H
PATNA JN.
PATLIPUTRA
ARA JN.
BUXAR
DANAPUR
KIUL JN.
RAJENDRANAGAR T
BAKHTIYARPUR JN.
BARH.
BIHTA
DILDARNAGAR JN.
FATUHA
JAMUI
JEHANABAD
JHAJHA
MOKAMA JN.
PATNA SAHEB
RAJGIR
TAREGNA
BARHIYA
BIHAR SHARIF
BIHIYA
DUMRAON
EKANGAR SARAI FLAG
GAHMAR
GIDHAUR
GULZARBAGH
HARNAUT
HATHIDAH JN.
HILSA BLOCK
ISLAMPUR
KHUSROPUR
LUCKEESARAI JN.
MAKHDUMPUR GAYA
MANANPUR
NAWADAH
RAGHUNATHPUR
SHEIKHPURA
WARISALIGANJ
ZAMANIA
ATHMAL GOLA
BAGHI BARDIHA
BANAHI
BANKA GHAT
BANSIPUR
BARUNA
BELA
BHADAURA
CHAKAND
CHAUSA
DANIYAWAN JN
DARAULI
DHEENA
GARSANDA
HARDAS BIGHA
JAHANABAD COUIRT FLA
JAMUAWAN FLAG
JETHIAN
KARAUTA
KARISATH
KARJARA
KAROTA PATNER
KASHI CHAK
KATARI
KHUDAGANJ BAZAR
KOELWAR
KUCHMAN
KULHARIA
MANKATHA
MOR
NADAUL
NADWAN
NALANDA
NATESAR
NEORA
ORO
PARSA BAZAR
PAWAPURI ROAD
PHULWARI SHARIF
POTAHI
PUNARAKH
PUNPUN
RAJENDRA PUL
RAMPUR DUMRA
SADISOPUR
SAKALDIHA
SALIMPUR BIHAR
SILAO
SIRARI
TALL JN.
TARIGHAT
TEHTA
TEKA BIGHA
TILAIYA
TULSI ASHRARN
TWINING GANJ
WAZERGANJ
WENA
HARSINGRA HALT
DUMARI JUARA
HARPUR BOCHAHA
AMBIKA BHAWANI H
BANGRIGRAM H
BANIKPUR H
BASADHIA
BEHAT H
BELARI H
BENIPATTI PIRAPUR H
BHARATKHAND
CHAIDABANNI H
DHABAULI H
FATEHA
GARHARA
GHATARO
GRAM KHARIKA HALT
MAJNUPUR NAWADA H
PANCHPATIA DEORIA H
RAJAJAN H
SANHA H
SHERPUR DHIPURA
SINGHAUL H
VISHNUPUR BATHUA
MUZAFFARPUR JN.
BARAUNI JN.
HAJIPUR JN.
KHAGARIA JN.
SONPUR JN.
BEGUSARAI
MANSI JN.
NAUGACHIA
BACHWARA JN.
DALSINGH SARAI
DESARI
DHOLI
DIGHWARA
GORAUL
KARHAGOLA ROAD
KHUDIRAMBOSE PUSA
KURSELA
LAKHMINIA
MAHESHKHUNT
MEHNAR ROAD
MOHIUDDINNAGAR
NARAYANPUR
PASRAHA
SAHIBPUR KAMAL
SEMAPUR
SHAHPUR PATORI
THANABIHPUR
AKSHAYWAT RAI NAGAR
AWTARNAGAR F
BAKHRI
BARA-GOPAL
BARAUNI FLAG
BASUDEOPUR CHANDEL
BHAGWANPUR
BITHAULI F
CHAK SIKANDAR
CHAKMAKRAND
DANAULI PHULWARIA
DINKARGRAM SIM.
DUBAHA
GAUCHHARI
GHOSHWAR
GOIDINGANJ
HARAULI FATEHPUR
KARPOORIGRAM
KATAREAH
KHARIK
KURHANI
LAKHO
LALGANJ PAKRI
NANDANI LAGUNIA
NARAYANPUR ANANT
NAYAGAO
NAZIRGANJ
NEW BARAUNI
PAHLEJA GHAT
PARMANANDPUR
RAM DAYALU NAGAR
SABDALPUR
SAHADAI BUZURG
SARAI
SATHA JAGAT
SIHO
SILAUT
SITALPUR
TEGHRA
TILRATH
TURKI
UJIARPUR
UMESHNAGAR
VAISHALI
VIDYAPATI DHAM
AMBIKA BHAWANI HALT
BAGRIGRAM HALT
BANIKPUR HALT
BASARHIA HALT
BASUDEOPUR CHANDAIL
BELARI HALT
BENIPATTI PIRAPUR
BHARAT KHAND
BIHAT HALT
CHEDHABANNI HALT
DHABAULI HALT
DUMRI JUARA
FATEHA HALT
GARHARA
GHATARO HALT
GRAM KHARIKA HALT
HARPUR BOCHAHA
"MAJNUPUR NAWADA
HALT"
PANCH P.DEORIA HALT
RAJAJAN HALT
SANHA HALT
SHERPUR DHIPURA
SINGHAUL HALT
VISHNUPURBATHUA HALT
BACHHARPUR HALT
BANGARI
BARAIPURA HALT
BHISA HALT
CHANDAUNA HALT
DEBRABANDHAULI HALT
JAGDISHPUR A HALT
KURIA
LALIT LACHMIPUR
MABBI HALT
MASNADIH
MOHINI MANDAL
N.RUNISAIDPUR H
NEURI HALT
PAHARJAGANGAUR HALT
RUPAULI
SAHEED SURAJ NARAYAN
SHASAN HALT
ALINAGAR TOLA
ASANPUR KUPHA H
AWASANI
BABA RAGHUNI DH
BAIJNATHPUR ANDOLI H
BARHARA
BENIPUR A HALT
BENIPURGRAM H
BHAIROPATTI HALT
BIJULI HALT
CHAILAHA HALT
CHAKARDAHA HALT
CHANDESHWARSTHAN
CHANDPIPAR HALT
CHHATAPUR ROAD HALT
DEENAPATTI
DEVIGANJ
FUNGO HALT
HARAPATTI HALT
HARPUR NAG
JHANJHARPUR BAZAR HA
K.CHINTAMANPUR
KADAMPURA HALT
KANGALI H
"KARUKHIRHARNAGAR
HAL"
KORAHIA
MA JAGD NWDA H
MAHIKHAND HALT
MANDAN MISHRA
MANGARPATTI H
MITHILA DEEP
MUSHARWA HALT
NANDLALEE HALT
NARAYANPUR MURLI HAL
NARIYAR HALT
NEMUA HALT
PARMINIYA HALT
PARSA BASUARI
PARSA NAGAR H
PRAJAPATI HALT
PURUSHOTAMPUR HALT
RAM BISHANPUR HALT
"RAMESHWAR NAGAR
HALT"
RAMRUPNAGAR HALT
SAHARSA KACHERI HALT
SALEMPUR HALT
SARDAR BALLABH BHAI
SHISHO H
SUKHASAN KOTHI H
SUKHSHENA HALT
SUNDERPUR HALT
"TAPASWINARAYAN
NAGAR"
UGNA
DARBHANGA JN.
DARBANGA
BAPUDHAM MOTIHARI
BETTIAH
JAYNAGAR
MADHUBANI
RAXAUL JN.
SAHARSA JN.
SAMASTIPUR JN.
BAPUDHAM MOTIHARI
BETTIAH
JAYNAGAR
RAXAUL JN.
SAHARSA
SAHARSA (D.D LINE)
BAGAHA
NARKATIAGANJ JN.
SAGAULI JN..
SAKRI JN.
SITAMARHI
NARKATIAGANJ
SAKRI JN.
SITAMARHI
BADLA GHAT
BAIRAGNIA
BANMANKHI JN.
CHAKIA
CHANPATIA
DAURAM MADHEPURA
GHORASAHAN
HARINAGAR
HASANPUR ROAD
JANAKPUR ROAD
KAMTAUL
KOPARIA
LAHERIA SARAI
MEHSI
MOTIPUR
MUHAMMADPUR
MURLIGANJ
RAJNAGAR
RAMGARHWA F
RUSERA GHAT
SALAUNA
SIMRI BAKHTIYARPUR
SONBARSA KACHERI
SUPAUL
BADLAGHAT
BARHARA KOTHI
CHAKIA
DAURAM MADHEPURA
HARINAGAR
HASANPUR ROAD
JANAKPUR ROAD
LAHERIASARAI
RAMGARHWA
SALAUNA
SONBERSA KACCHERI
ADAPUR
ANGAR GHAT
AURAHI F
AWAPUR F
BAIJNATHPUR
BAJPATTI
BARHARA KOTHI F
BHAGWANPUR DESUA
BHAGWANPURDESUA
BHELWA
BHITIHARWA ASHRAM F
BIHAIROGANJ
BIHARIGANJ
BIRAUL
BUDHMA
BUDHMA
CHAMUA F
CHAURADANO
CHIKNA F
DHAMARA GHAT
DHANG
DHANG
DHARMINIYA HALT
DRSKSN GARHPURA
DUMRA
GARH BARUARI
GARHA
GHOGARDIHA
GOKHULA
GURHANWA F
HAIAGHAT
HARNAGAR
IMLI
JAIMURTINAGAR F
JANAKINAGAR
JHANJHARPUR JN.
JIWDHARA
JOGIARA
JUBBASAHANI
KAKARGHATTI
KANTI
KANTI
KAPARPURA
KHAJAULI
KHAJAULI
KHARPOKHRA
KIRTYANAND NAGAR
KISHANPUR
KUMARBAGH
KUMARBAGH
KUNDWA CHAINPUR
LALIT GRAM
LOHNA ROAD
